# ma plantID,pa plantID,sleeve,fuzzy_cl,num_cl,observer,datetime,inventory
14R4261:0012416,14R4261:0012412,,he,,avi,10/28/2014 9:48:17,
14R4261:0012414,14R4261:0012412,,he,,avi,10/28/2014 9:48:17,
14R4261:0012418,14R4261:0012412,,he,,avi,10/28/2014 9:48:17,
14R4261:0012417,14R4261:0012412,,qe,,avi,10/28/2014 9:48:17,
14R4261:0012419,14R4261:0012412,,qe,,avi,10/28/2014 9:48:17,
14R4262:0012501,14R4262:0012509,,tqe,,avi,10/28/2014 9:48:17,
14R4262:0012516,14R4262:0012509,,tqe,,avi,10/28/2014 9:48:17,
14R4262:0012504,14R4262:0012509,,he,,avi,10/28/2014 9:48:17,
14R4262:0012511,14R4262:0012509,,tqe,,avi,10/28/2014 9:48:17,
14R4262:0012515,14R4262:0012509,,tqe,,avi,10/28/2014 9:48:17,
14R4262:0012502,14R4262:0012509,,tqe,,avi,10/28/2014 9:48:17,
14R3995:0012706,14R3995:0012708,,fuzzy_cl,14,avi,10/28/2014 9:48:17,
14R3995:0012707,14R3995:0012708,,tqe,,avi,10/28/2014 9:48:17,
14R3995:0012712,14R3995:0012708,,tqe,,avi,10/28/2014 9:48:17,
14R4263:0012811,14R4263:0012810,,we,,linh,10/28/2014 9:48:17,
14R4000:0012901,14R4000:0012902,,he,,avi,10/28/2014 9:48:17,
14R4000:0012904,14R4000:0012902,,tqe,,avi,10/28/2014 9:48:17,
14R4263:0012813,14R4263:0012810,,he,,linh,10/28/2014 9:48:17,
14R4000:0012905,14R4000:0012902,,tqe,,avi,10/28/2014 9:48:17,
14R4000:0012907,14R4000:0012902,,we,,avi,10/28/2014 9:48:17,
14R4263:0012816,14R4263:0012810,,ee,,linh,10/28/2014 9:48:17,
14R4000:0012906,14R4000:0012902,,we,,avi,10/28/2014 9:48:17,
14R4000:0012910,14R4000:0012902,,tqe,,avi,10/28/2014 10:33:47,
14R4263:0012818,14R4263:0012810,,ee,,linh,10/28/2014 10:33:47,
14R4000:0012914,14R4000:0012902,,tqe,,avi,10/28/2014 10:33:47,
14R4095:0013103,14R4095:0013111,,tqe,,linh,10/28/2014 10:33:47,
14R4264:0013214,14R4264:0013209,,qe,,avi,10/28/2014 10:33:47,
14R4264:0013211,14R4264:0013209,,he,,avi,10/28/2014 10:42:36,
14R4095:0013111,14R4095:0013104,,we,,linh,10/28/2014 10:42:36,
14R4264:0013208,14R4264:0013209,,qe,,avi,10/28/2014 10:42:36,
14R4264:0013207,14R4264:0013209,,he,,avi,10/28/2014 10:42:36,
14R4095:0013106,14R4095:0013111,,we,,linh,10/28/2014 10:42:36,
14R4264:0013206,14R4264:0013209,,ee,,avi,10/28/2014 10:42:36,
14R4095:0013108,14R4095:0013111,,he,,linh,10/28/2014 10:42:36,
14R4012:0013304,14R4012:0013317,,tqe,,avi,10/28/2014 10:42:36,
14R4095:0013113,14R4095:0013111,,we,,linh,10/28/2014 10:42:36,
14R4012:0013306,14R4012:0013317,,qe,,avi,10/28/2014 10:42:36,
14R4095:0013114,14R4095:0013111,,we,,linh,10/28/2014 10:42:36,
14R4012:0013310,14R4012:0013317,,qe,,avi,10/28/2014 10:42:36,
14R4012:0013311,14R4012:0013317,,tqe,,avi,10/28/2014 10:42:36,
14R4095:0013115,14R4095:0013111,,we,,linh,10/28/2014 10:42:36,
14R4012:0013313,14R4012:0013317,,he,,avi,10/28/2014 10:42:36,
14R4095:0013116,14R4095:0013111,,we,,linh,10/28/2014 10:42:36,
14R4012:0013310,14R4012:0013317,,tqe,,avi,10/28/2014 10:42:36,
14R4013:0013403,14R4013:0013402,,qe,,avi,10/28/2014 10:42:36,
14R4097:0013702,14R4097:0013705,,tqe,,linh,10/28/2014 10:42:36,
14R4013:0013404,14R4013:0013402,,he,,avi,10/28/2014 10:42:36,
14R4097:0013705,14R4097:0013705,,fuzzy_cl,0,linh,10/28/2014 10:42:36,
14R4013:0013407,14R4013:0013402,,he,,avi,10/28/2014 10:42:36,
14R4097:0013706,14R4097:0013705,,fuzzy_cl,0,linh,10/28/2014 10:42:36,
14R4013:0013412,14R4013:0013402,,he,,avi,10/28/2014 10:42:36,
14R4097:0013708,14R4097:0013705,,we,,linh,10/28/2014 10:42:36,
14R4013:0013414,14R4013:0013402,,tqe,,avi,10/28/2014 11:13:44,
14R4097:0013709,14R4097:0013705,,tqe,,linh,10/28/2014 11:13:44,
14R4098:0013808,14R4098:0013801,,we,,avi,10/28/2014 11:13:44,
14R4097:0013710,14R4097:0013705,,tqe,,linh,10/28/2014 11:13:44,
14R4098:0013812,14R4098:0013801,,tqe,,avi,10/28/2014 11:13:44,
14R4098:0013813,14R4098:0013801,,he,,avi,10/28/2014 11:13:44,
14R4097:0013712,14R4097:0013705,,he,,linh,10/28/2014 11:13:44,
14R4098:0013815,14R4098:0013801,,tqe,,avi,10/28/2014 11:13:44,
14R4098:0013817,14R4098:0013801,,he,,avi,10/28/2014 11:13:44,
14R4098:0013818,14R4098:0013801,,he,,avi,10/28/2014 11:13:44,
14R4099:0013902,14R4099:0013914,,tqe,,avi,10/28/2014 11:36:00,
14R4099:0013901,14R4099:0013914,,tqe,,avi,10/28/2014 11:36:00,
14R3460:0014110,14R3460:0014103,,we,,linh,10/28/2014 11:36:00,
14R4099:0013903,14R4099:0013914,,tqe,,avi,10/28/2014 11:36:00,
14R3460:0014114,14R3460:0014103,,we,,linh,10/28/2014 11:36:00,
14R4099:0013906,14R4099:0013914,,tqe,,avi,10/28/2014 11:36:00,
14R4099:0013908,14R4099:0013914,,tqe,,avi,10/28/2014 11:36:00,
14R3460:0014115,14R3460:0014103,,we,,linh,10/28/2014 11:36:00,
14R4099:0013909,14R4099:0013914,,tqe,,avi,10/28/2014 11:36:00,
14R4099:0013910,14R4099:0013914,,tqe,,avi,10/28/2014 11:36:00,
14R4099:0013912,14R4099:0013914,,we,,avi,10/28/2014 11:36:00,
14R3647:0014302,14R3647:0014316,,we,,linh,10/28/2014 11:36:00,
14R4036:0014401,14R4036:0014408,,tqe,,avi,10/28/2014 11:36:00,
14R4036:0014402,14R4036:0014408,,tqe,,avi,10/28/2014 11:36:00,
14R3647:0014306,14R3647:0014316,,we,,linh,10/28/2014 11:36:00,
14R4036:0014406,14R4036:0014408,,qe,,avi,10/28/2014 11:36:00,
14R3647:0014308,14R3647:0014316,,we,,linh,10/28/2014 11:36:00,
14R4036:0014407,14R4036:0014408,,tqe,,avi,10/28/2014 11:36:00,
14R4036:0014409,14R4036:0014408,,tqe,,avi,10/28/2014 11:36:00,
14R3647:0014312,14R3647:0014316,,he,,linh,10/28/2014 11:36:00,
14R4036:0014410,14R4036:0014408,,tqe,,avi,10/28/2014 11:36:00,
14R3656:0014802,14R3656:0014806,,tqe,,avi,10/28/2014 11:36:00,
14R3647:0014317,14R3647:0014316,,we,,linh,10/28/2014 11:36:00,
14R3656:0014803,14R3656:0014806,,tqe,,avi,10/28/2014 11:36:00,
14R3656:0014813,14R3656:0014806,,we,,avi,10/28/2014 11:36:00,
14R4038:0014703,14R4038:0014713,,we,,linh,10/28/2014 11:36:00,
14R3656:0014817,14R3656:0014806,,tqe,,avi,10/28/2014 11:36:00,
14R4038:0014704,14R4038:0014713,,tqe,,linh,10/28/2014 11:36:00,
14R3656:0014818,14R3656:0014806,,tqe,,avi,10/28/2014 11:36:00,
14R3656:0014819,14R3656:0014806,,tqe,,avi,10/28/2014 11:36:00,
14R4038:0014705,14R4038:0014713,,we,,linh,10/28/2014 11:36:00,
14R4269:0015001,14R4269:0015007,,tqe,,avi,10/28/2014 11:36:00,
14R4038:0014715,14R4038:0014713,,we,,linh,10/28/2014 11:36:00,
14R4269:0015004,14R4269:0015007,,tqe,,avi,10/28/2014 11:36:00,
14R4269:0015005,14R4269:0015007,,tqe,,avi,10/28/2014 11:36:00,
14R4038:0014717,14R4038:0014713,,we,,linh,10/28/2014 11:36:00,
14R4269:0015009,14R4269:0015007,,tqe,,avi,10/28/2014 11:36:00,
14R4269:0015013,14R4269:0015007,,tqe,,avi,10/28/2014 11:36:00,
14R4270:0015104,14R4270:0015106,,we,,linh,10/28/2014 11:36:00,
14R4269:0015018,14R4269:0015007,,tqe,,avi,10/28/2014 11:36:00,
14R4269:0015015,14R4269:0015007,,tqe,,avi,10/28/2014 11:36:00,
14R4270:0015106,14R4270:0015106,,fuzzy_cl,0,linh,10/28/2014 11:36:00,
14R4270:0015107,14R4270:0015106,,we,,linh,10/28/2014 11:36:00,
14R4102:0015301,14R4102:0015305,,tqe,,avi,10/28/2014 11:36:00,
14R4102:0015303,14R4102:0015305,,we,,avi,10/28/2014 12:31:42,
14R4270:0015116,14R4270:0015106,,we,,linh,10/28/2014 12:31:42,
14R4102:0015306,14R4102:0015305,,he,,avi,10/28/2014 12:31:42,
14R3701:0015203,14R3701:0015209,,qe,,linh,10/28/2014 12:31:42,
14R4102:0015307,14R4102:0015305,,tqe,,avi,10/28/2014 12:31:42,
14R3701:0015217,14R3701:0015209,,xe,,avi,10/28/2014 12:31:42,
14R3701:0015212,14R3701:0015209,,ee,,linh,10/28/2014 12:31:42,
14R3701:0015214,14R3701:0015209,,ee,,linh,10/28/2014 12:38:24,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
,,,we,,toni,,
